"","Time..hours.","A","Group"
"3384",6.09097222222222,-0.1274520865,"Soil"
"3385",6.09513888888889,1.419370845,"Soil"
"3386",6.09930555555556,-1.305427497,"Soil"
"3387",6.10347222222222,-0.0244530459,"Soil"
"3388",6.10763888888889,0.05790721073,"Soil"
"3389",6.11180555555555,3.522604182,"Soil"
"3390",6.11597222222222,-3.191567543,"Soil"
"3391",6.12013888888889,0.4861251807,"Soil"
"3392",6.12430555555556,0.2839155749,"Soil"
"3393",6.12888888888889,0.2596319913,"Soil"
"3394",6.13305555555556,0.741244341,"Soil"
"3395",6.13722222222222,0.2550690734,"Soil"
"3396",6.14138888888889,-0.7920424657,"Soil"
"3397",6.14555555555556,0.6142982493,"Soil"
"3398",6.14972222222222,-0.3273499437,"Soil"
"3399",6.15388888888889,1.044506091,"Soil"
"3400",6.15805555555556,-0.9823254023,"Soil"
"3401",6.16222222222222,0.9631276002,"Soil"
"3402",6.16638888888889,-0.6666986982,"Soil"
"3403",6.17055555555556,-0.01670562266,"Soil"
"3404",6.17472222222222,0.1644709532,"Soil"
"3405",6.17888888888889,-0.06538315394,"Soil"
"3406",6.18305555555556,0.1623309984,"Soil"
"3407",6.18722222222222,0.3928326963,"Soil"
"3408",6.19138888888889,0.1622207654,"Soil"
"3409",6.19555555555556,-0.2769352486,"Soil"
"3410",6.19972222222222,0.1768537142,"Soil"
"3411",6.20388888888889,0.422180029,"Soil"
"3412",6.20805555555556,-0.7369196171,"Soil"
"3413",6.21222222222222,0.2847340226,"Soil"
"3414",6.21638888888889,0.4777496883,"Soil"
"3415",6.22055555555556,-0.6280134236,"Soil"
"3416",6.22472222222222,0.1048178188,"Soil"
"3417",6.22888888888889,-0.01740631422,"Soil"
"3418",6.23305555555556,0.08806827721,"Soil"
"3419",6.23722222222222,0.1881239665,"Soil"
"3420",6.24138888888889,0.1192417812,"Soil"
"3421",6.24555555555556,0.06256533945,"Soil"
"3422",6.24972222222222,-0.2061763697,"Soil"
"3423",6.25388888888889,0.09725786308,"Soil"
"3424",6.25805555555556,0.5102704393,"Soil"
"3425",6.26222222222222,-0.2619684745,"Soil"
"3426",6.26638888888889,-0.02560579174,"Soil"
